DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
08/10/2016,20:08,BRONX,10451,,,,EAST 149 STREET,PARK AVENUE,,1,0,2,0,0,0,0,0,Unspecified,,,,,3497948,PASSENGER VEHICLE,,,,
08/10/2016,20:08,BROOKLYN,11220,40.6113676,-74.0348713,"(40.6113676, -74.0348713)",SHORE ROAD,4 AVENUE,,2,0,1,0,1,0,0,0,Unspecified,,,,,3533212,BICYCLE,,,,
08/10/2016,22:08,QUEENS,11412,,,,,,199-20    HOLLIS AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3499011,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/08/2015,8:21,BRONX,10465,40.8782895,-73.8700582,"(40.8782895, -73.8700582)",EAST GUN HILL ROAD,BRONX RIVER PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3311148,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/08/2015,8:22,BRONX,10460,40.8361789,-73.8842489,"(40.8361789, -73.8842489)",EAST 174 STREET,LONGFELLOW AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3313006,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/08/2015,8:25,QUEENS,11361,40.7600833,-73.7702745,"(40.7600833, -73.7702745)",213 STREET,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3311521,SPORT UTILITY / STATION WAGON,BUS,,,
10/08/2015,8:25,,,40.692317,-73.8826776,"(40.692317, -73.8826776)",JACKIE ROBINSON PARKWAY SVC RD,CYPRESS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3311411,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/08/2015,8:25,BROOKLYN,11221,40.6890232,-73.9392413,"(40.6890232, -73.9392413)",LEXINGTON AVENUE,MARCUS GARVEY BOULEVARD,,5,0,0,0,0,0,5,0,Backing Unsafely,Other Electronic Device,Unspecified,Unspecified,Unspecified,3311331,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,OTHER,PASSENGER VEHICLE
10/08/2015,8:30,MANHATTAN,10030,40.8171292,-73.9401395,"(40.8171292, -73.9401395)",,,116 WEST 139 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3311069,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
10/08/2015,8:30,QUEENS,11434,40.6670841,-73.7869709,"(40.6670841, -73.7869709)",NORTH CONDUIT AVENUE,BAISLEY BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3312150,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
10/08/2015,8:30,QUEENS,11429,40.708386,-73.7506723,"(40.708386, -73.7506723)",109 AVENUE,207 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3311431,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/08/2015,8:33,BRONX,10472,40.8340071,-73.8756701,"(40.8340071, -73.8756701)",EAST 174 STREET,MORRISON AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3311771,SPORT UTILITY / STATION WAGON,OTHER,,,
10/08/2015,8:40,MANHATTAN,10006,40.7109059,-74.014457,"(40.7109059, -74.014457)",WEST STREET,LIBERTY STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3310940,PASSENGER VEHICLE,UNKNOWN,,,
10/08/2015,8:40,QUEENS,11420,40.669557,-73.8260392,"(40.669557, -73.8260392)",149 AVENUE,114 PLACE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3312064,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/10/2016,22:08,,,,,,54 STREET,FLUSHING AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3498244,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/10/2016,22:08,,,,,,BRUCKNER BOULEVARD,WILLIS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3497939,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/03/2016,22:11,,,40.7713758,-73.8771311,"(40.7713758, -73.8771311)",,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3553916,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/03/2016,22:11,,,,,,WEST 155 STREET,,,4,0,0,0,0,0,4,0,Other Vehicular,Unsafe Speed,,,,3553550,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/03/2016,23:11,BRONX,10474,40.8171184,-73.8830681,"(40.8171184, -73.8830681)",,,772       EDGEWATER ROAD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3554379,,,,,
11/03/2016,23:11,BROOKLYN,11220,40.6335834,-74.0079623,"(40.6335834, -74.0079623)",61 STREET,9 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3553575,PASSENGER VEHICLE,,,,
09/12/2016,9:09,,,,,,150 STREET,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3518764,PICK-UP TRUCK,,,,
09/12/2016,9:09,,,40.7875082,-73.9382948,"(40.7875082, -73.9382948)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3519140,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/12/2016,9:09,,,,,,,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3529677,PICK-UP TRUCK,PICK-UP TRUCK,,,
09/12/2016,9:09,BRONX,10475,40.8845482,-73.832337,"(40.8845482, -73.832337)",BOSTON ROAD,SECOR AVENUE,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3517590,PASSENGER VEHICLE,,,,
09/11/2016,12:09,,,,,,,,BEACH 150 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3518742,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/11/2016,12:09,BROOKLYN,11208,40.6813529,-73.8811681,"(40.6813529, -73.8811681)",HIGHLAND PLACE,ARLINGTON AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3518643,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
09/11/2016,13:09,BROOKLYN,11201,40.7005772,-73.9848275,"(40.7005772, -73.9848275)",PROSPECT STREET,BRIDGE STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3517907,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/11/2016,13:09,BROOKLYN,11233,,,,FULTON STREET,BOYLAND STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3521115,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/03/2016,23:11,BROOKLYN,11233,40.6791818,-73.9273563,"(40.6791818, -73.9273563)",FULTON STREET,ROCHESTER AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3555123,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/03/2016,23:11,MANHATTAN,10001,40.7450371,-73.9870477,"(40.7450371, -73.9870477)",,,260       5 AVENUE,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Failure to Yield Right-of-Way,,,,3553941,TAXI,SPORT UTILITY / STATION WAGON,,,
11/03/2016,23:11,MANHATTAN,10035,40.8017682,-73.9372276,"(40.8017682, -73.9372276)",EAST 122 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3554170,PASSENGER VEHICLE,,,,
11/03/2016,23:11,MANHATTAN,10036,40.7572323,-73.9897922,"(40.7572323, -73.9897922)",8 AVENUE,WEST 42 STREET,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,,,3554827,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/03/2016,23:11,,,,,,10 AVENUE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3553804,PASSENGER VEHICLE,,,,
09/11/2016,15:09,BRONX,10455,40.8124756,-73.9054127,"(40.8124756, -73.9054127)",EAST 149 STREET,UNION AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3517499,PASSENGER VEHICLE,,,,
09/11/2016,15:09,BROOKLYN,11203,40.6605938,-73.9313269,"(40.6605938, -73.9313269)",UTICA AVENUE,RUTLAND ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3517737,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/11/2016,16:09,,,,,,EAST 96 STREET,FDR DRIVE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3522405,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/11/2016,16:09,,,,,,EAST NEW YORK AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3517834,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
09/11/2016,17:09,BROOKLYN,11211,40.7204516,-73.9527085,"(40.7204516, -73.9527085)",DRIGGS AVENUE,UNION AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3517946,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/03/2016,23:11,,,,,,AVENUE A,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3553803,BICYCLE,PASSENGER VEHICLE,,,
11/03/2016,23:11,,,,,,FARMERS BOULEVARD,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3553459,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/03/2016,23:11,,,,,,LIVINGSTON STREET,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3553672,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/11/2016,18:09,,,40.7426801,-73.8395099,"(40.7426801, -73.8395099)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3518175,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/11/2016,18:09,,,40.7854219,-73.9839876,"(40.7854219, -73.9839876)",,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,,,,,3517390,PASSENGER VEHICLE,,,,
09/11/2016,18:09,,,,,,CROSS ISLAND PARKWAY,160 STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3518133,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/11/2016,19:09,BROOKLYN,11235,40.5788889,-73.9584822,"(40.5788889, -73.9584822)",,,170       BRIGHTON 11 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3517655,PASSENGER VEHICLE,,,,
09/11/2016,19:09,MANHATTAN,10018,40.755709,-73.9908897,"(40.755709, -73.9908897)",,,612       8 AVENUE,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3517318,TAXI,,,,
08/26/2016,11:08,BROOKLYN,11234,,,,EAST 59 STREET,AVENUE K,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3509147,PASSENGER VEHICLE,,,,
08/26/2016,12:08,QUEENS,11372,,,,35 AVENUE,83 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3508177,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/26/2016,16:08,,,,,,HICKS STREET,KANE STREET,,1,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3508011,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/10/2016,22:08,BROOKLYN,11230,,,,AVENUE K,EAST 14 STREET,,1,0,2,0,0,0,0,0,Unspecified,,,,,3502435,PASSENGER VEHICLE,,,,
10/08/2015,8:45,BROOKLYN,11216,40.6717897,-73.9531035,"(40.6717897, -73.9531035)",SAINT JOHNS PLACE,ROGERS AVENUE,,0,0,0,0,0,0,0,0,,,,,,3311917,PASSENGER VEHICLE,BUS,,,
11/03/2016,23:11,,,40.6675518,-73.7735659,"(40.6675518, -73.7735659)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3553487,PASSENGER VEHICLE,,,,
11/03/2016,23:11,,,40.7414726,-73.8227997,"(40.7414726, -73.8227997)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3553547,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/03/2016,23:11,,,40.8873622,-73.8942498,"(40.8873622, -73.8942498)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3553512,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
11/03/2016,23:11,,,,,,,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3553607,PASSENGER VEHICLE,,,,
11/03/2016,23:11,MANHATTAN,10001,40.7482184,-73.9889166,"(40.7482184, -73.9889166)",,,888       AVENUE OF THE AMERICAS,1,0,0,0,0,0,1,0,Following Too Closely,Driver Inattention/Distraction,Unspecified,,,3554884,TAXI,TAXI,TAXI,,
11/03/2016,23:11,QUEENS,11422,40.6574664,-73.7306757,"(40.6574664, -73.7306757)",258 STREET,147 AVENUE,,1,0,1,0,0,0,0,0,,,,,,3553454,,,,,
11/03/2016,23:11,,,,,,WALTON AVENUE,,,1,0,0,0,0,0,1,0,Following Too Closely,Driver Inattention/Distraction,Unspecified,,,3553614,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/03/2016,23:11,BROOKLYN,11211,40.7034369,-73.9603414,"(40.7034369, -73.9603414)",WILLIAMSBURG STREET WEST,BEDFORD AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3553847,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/11/2016,19:09,MANHATTAN,10032,,,,WEST 156 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3517472,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/03/2016,23:11,,,,,,ESSEX STREET,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3554500,TAXI,PASSENGER VEHICLE,,,
11/03/2016,2:11,BROOKLYN,11205,40.6984128,-73.9569183,"(40.6984128, -73.9569183)",,,744       BEDFORD AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3553040,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/03/2016,2:11,MANHATTAN,10002,40.7152377,-73.9917285,"(40.7152377, -73.9917285)",,,17        ORCHARD STREET,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3555026,MOTORCYCLE,PASSENGER VEHICLE,,,
11/03/2016,2:11,MANHATTAN,10039,40.8242219,-73.9408955,"(40.8242219, -73.9408955)",,,2768      8 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,3555330,PASSENGER VEHICLE,,,,
11/03/2016,2:11,QUEENS,11420,40.6835421,-73.8106466,"(40.6835421, -73.8106466)",111 AVENUE,132 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3553905,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
11/03/2016,2:11,QUEENS,11426,40.7240228,-73.729916,"(40.7240228, -73.729916)",,,237-23    93 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3552833,PASSENGER VEHICLE,,,,
09/11/2016,21:09,QUEENS,11373,,,,ITHACA STREET,BAXTER AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3528710,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/11/2016,22:09,,,,,,HARDING AVENUE,THROGS NECK BOULEVARD,,0,0,0,0,0,0,0,0,Alcohol Involvement,Other Vehicular,,,,3521189,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/11/2016,23:09,BROOKLYN,11230,40.6170038,-73.9691095,"(40.6170038, -73.9691095)",AVENUE M,OCEAN PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3517707,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/11/2016,2:09,QUEENS,11421,,,,WOODHAVEN BOULEVARD,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3517051,PASSENGER VEHICLE,,,,
11/03/2016,2:11,,,,,,LEFFERTS AVENUE,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3553367,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/03/2016,3:11,MANHATTAN,10035,40.8010979,-73.9414687,"(40.8010979, -73.9414687)",,,101       EAST 119 STREET,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3554856,PASSENGER VEHICLE,,,,
11/03/2016,3:11,BRONX,10469,,,,ALLERTON AVENUE,YATES AVENUE,,1,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3552976,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
11/03/2016,4:11,MANHATTAN,10021,40.7724189,-73.9628637,"(40.7724189, -73.9628637)",PARK AVENUE,EAST 74 STREET,,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,3553196,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/03/2016,4:11,,,40.8364321,-73.8741449,"(40.8364321, -73.8741449)",,,,1,0,0,0,0,0,1,0,Fell Asleep,Unspecified,,,,3552927,PASSENGER VEHICLE,,,,
11/03/2016,5:11,BROOKLYN,11215,40.6785673,-73.9877672,"(40.6785673, -73.9877672)",,,318       NEVINS STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3553225,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/03/2016,5:11,MANHATTAN,10022,40.7615508,-73.9665842,"(40.7615508, -73.9665842)",3 AVENUE,EAST 59 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Fatigued/Drowsy,,,,3553098,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/03/2016,5:11,,,,,,148 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3553305,SPORT UTILITY / STATION WAGON,,,,
11/03/2016,5:11,,,,,,OCEAN PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3553499,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/03/2016,5:11,,,40.8365026,-73.8251568,"(40.8365026, -73.8251568)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3553114,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/03/2016,5:11,QUEENS,11429,40.7163449,-73.7354844,"(40.7163449, -73.7354844)",SPRINGFIELD BOULEVARD,98 AVENUE,,1,0,1,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,,,,,3553123,PASSENGER VEHICLE,,,,
11/03/2016,5:11,,,40.6678036,-73.8014041,"(40.6678036, -73.8014041)",,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3553355,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
08/10/2016,22:08,,,,,,WEBSTER AVENUE,,,1,0,2,0,0,0,0,0,Unspecified,,,,,3498004,PASSENGER VEHICLE,,,,
08/10/2016,22:08,,,,,,,,5 AVENUE,1,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3497802,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
11/03/2016,6:11,BROOKLYN,11216,40.6700084,-73.9532706,"(40.6700084, -73.9532706)",ROGERS AVENUE,EASTERN PARKWAY,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3553472,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/03/2016,6:11,BROOKLYN,11222,40.7300786,-73.9555773,"(40.7300786, -73.9555773)",,,115       GREENPOINT AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3552941,PASSENGER VEHICLE,,,,
09/10/2016,15:09,QUEENS,11421,40.685723,-73.8573737,"(40.685723, -73.8573737)",84 STREET,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3517974,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/10/2016,15:09,,,,,,2 AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3517229,TAXI,TAXI,,,
09/10/2016,15:09,,,,,,FLATBUSH AVENUE,GLENWOOD ROAD,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3521835,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/10/2016,15:09,,,,,,GLENWOOD ROAD,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3517766,PASSENGER VEHICLE,,,,
09/10/2016,15:09,,,,,,METROPOLITAN AVENUE,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3517937,PASSENGER VEHICLE,,,,
09/10/2016,15:09,,,,,,NELSON AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3516894,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/10/2016,15:09,QUEENS,11385,40.693844,-73.9011815,"(40.693844, -73.9011815)",CODY AVENUE,WYCKOFF AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3518016,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/10/2016,16:09,BROOKLYN,11211,,,,SOUTH 3 STREET,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3517036,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/10/2016,16:09,MANHATTAN,10032,,,,WEST 154 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3525683,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/10/2016,17:09,BROOKLYN,11229,,,,AVENUE U,EAST 13 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3520385,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/10/2016,18:09,QUEENS,11422,,,,,,131-78    LAURELTON PARKWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3517067,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/10/2016,22:08,MANHATTAN,10019,,,,,,193       WEST 55 STREET,2,0,0,0,0,0,4,0,Unspecified,Unspecified,,,,3504253,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/10/2016,23:08,MANHATTAN,10017,,,,LEXINGTON AVENUE,EAST 44 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3497821,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/10/2016,23:08,MANHATTAN,10022,,,,2 AVENUE,EAST 58 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3524671,PASSENGER VEHICLE,,,,
08/10/2016,23:08,,,40.5856396,-73.9397227,"(40.5856396, -73.9397227)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3498061,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/10/2016,23:08,QUEENS,11377,,,,65 PLACE,QUEENS BOULEVARD,,1,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3498298,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/10/2016,2:08,MANHATTAN,10011,,,,WEST 15 STREET,9 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3497786,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/10/2016,7:08,BROOKLYN,11208,,,,,,93        NORWOOD AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3498763,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/10/2016,7:08,QUEENS,11373,,,,,,94-69     CORONA AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3498320,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/10/2016,9:08,BRONX,10466,,,,BAYCHESTER AVENUE,EDENWALD AVENUE,,1,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3497188,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/09/2016,0:08,BROOKLYN,11217,,,,,,287       FLATBUSH AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3496592,MOTORCYCLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/09/2016,0:08,MANHATTAN,10001,,,,AVENUE OF THE AMERICAS,WEST 35 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3497050,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/09/2016,10:08,BRONX,10461,,,,BENSON STREET,EAST TREMONT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3496408,PASSENGER VEHICLE,,,,
08/09/2016,10:08,BRONX,10469,,,,,,1601      GIVAN AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,3500128,PASSENGER VEHICLE,,,,
11/03/2016,6:11,QUEENS,11370,40.7652925,-73.888834,"(40.7652925, -73.888834)",,,80-02     ASTORIA BOULEVARD,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3553914,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/03/2016,6:11,QUEENS,11411,40.6969656,-73.7422186,"(40.6969656, -73.7422186)",,,116-32    217 STREET,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3553122,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/03/2016,6:11,,,40.6099857,-74.1201601,"(40.6099857, -74.1201601)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3555227,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/03/2016,7:11,BRONX,10473,40.8240856,-73.8762125,"(40.8240856, -73.8762125)",BRUCKNER BOULEVARD,WARD AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3552928,PASSENGER VEHICLE,,,,
